thread_id,turn_order,role,text,created_at
thread_1037748,1,customer,@Uber_Support @365493 Could please refund my 138 USD? I have been charged in USD for a trip in ARS. Sent 3 emails. #fraud #uber,Fri Oct 20 02:28:43 +0000 2017
thread_1037748,2,brand,"@365492 Happy to check on the status, Milena! Please send us a DM with the email linked to your account so we can take a look.",Fri Oct 20 02:58:10 +0000 2017
thread_1037748,3,brand,@365492 We've been in touch via DM!,Mon Oct 23 02:25:42 +0000 2017
thread_104002,1,customer,so i got the food i wanted but @Uber_Support needs to fix the mess they made of my bank account bc they fucked up,Thu Nov 30 18:06:52 +0000 2017
thread_104002,2,brand,"@138921 Hi there! We're here to help. Please share us more detail regarding your query, or visit us at https://t.co/NcKEnQDmxQ so we can connect.",Thu Nov 30 18:13:37 +0000 2017
thread_104002,3,customer,@Uber_Support y’all driver left my order in the restaurant because it had three drinks. food was cold. horrible service,Thu Nov 30 18:22:25 +0000 2017
thread_104002,4,customer,@Uber_Support on top of that y’all charged me twice because i had to place the same order again,Thu Nov 30 18:23:15 +0000 2017
thread_104002,5,brand,@138921 Sorry for the trouble! Send us a DM with your email address so we can assist.,Thu Nov 30 18:27:10 +0000 2017
thread_1048151,1,customer,"@2780 your driver had been “arriving for 5 minutes BEFORE” I took the first screen cap, then look at the time stamp on the second https://t.co/AUz5PEy9qu",Sat Oct 14 19:43:20 +0000 2017
thread_1048151,2,brand,"@256272 We're here to help - DM us with additional details, along with your account email so our team can look into this further.",Sat Oct 14 19:53:14 +0000 2017
thread_1048197,1,customer,"Ysterday my chom @76008 ordered an @133311, whle waiting, a taxi driver stabbed him! Wht does uber do?Tells him to get out the uber! https://t.co/7ARuJvSQg3",Mon Oct 23 06:12:24 +0000 2017
thread_1048197,2,brand,@367741 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Mon Oct 23 07:13:06 +0000 2017
thread_1048197,3,customer,@Uber_Support @367741 Just shut down this company until all this mess with metered taxies is resolved,Mon Oct 23 13:06:57 +0000 2017
thread_1048197,4,customer,@367742 @Uber_Support @367741 It’s the other way round - Uber is a good service metered ta is have no permits and overcharge,Mon Oct 23 14:00:25 +0000 2017
thread_1048197,5,customer,"@367742 @Uber_Support @367741 No,we will boycott all metered taxis.they are expensive and violent",Mon Oct 23 14:01:07 +0000 2017
thread_1048197,6,customer,@367745 @Uber_Support @367741 I know but those people are hot heads. They won't back down first,Mon Oct 23 14:01:37 +0000 2017
thread_1048197,7,customer,@367745 @Uber_Support @367741 People will keep getting hurt,Mon Oct 23 14:02:14 +0000 2017
thread_1048197,8,customer,@367742 @Uber_Support @367741 The police etc do nothing- cause they know they should’ve clamped down on illegal drivers- they must be banned.,Mon Oct 23 14:04:35 +0000 2017
thread_1048197,9,customer,@367745 @Uber_Support @367741 Those people never do anything about anything involving something illegal. So trying!,Mon Oct 23 14:15:04 +0000 2017
thread_1048197,10,customer,@367744 @Uber_Support @367741 Okay lets do that if it will work but the hot heads will keep attacking too. Nxa idiots!,Mon Oct 23 14:33:26 +0000 2017
thread_1048197,11,customer,@367742 @Uber_Support @367741 Indeed,Mon Oct 23 14:34:48 +0000 2017
thread_1048197,12,customer,@367742 @Uber_Support @367741 Its just that. The meter taxis are causing the crap because they dont want a free market where we as consumers make the choice.,Mon Oct 23 15:15:14 +0000 2017
thread_1048197,13,customer,@367749 @Uber_Support @367741 Yeah..playing into their handling the operation hurts innocent people. What do we do? Boycott and?,Mon Oct 23 15:23:00 +0000 2017
thread_1048197,14,customer,@Uber_Support @367741 I will never ever use Uber.,Mon Oct 23 16:50:22 +0000 2017
thread_1048197,15,customer,@367745 @367742 @Uber_Support @367741 Not in my experience. I only use Excite Taxis in Cape Town and they are EXCELLENT,Mon Oct 23 16:55:49 +0000 2017
thread_1048197,16,customer,@367746 @367745 @Uber_Support @367741 Is this not happening that side?,Mon Oct 23 17:01:44 +0000 2017
thread_1048197,17,customer,@367742 @367745 @Uber_Support @367741 What side?,Mon Oct 23 17:13:30 +0000 2017
thread_1048197,18,customer,@367745 @367742 @Uber_Support @367741 An Uber driver once tried to charge me R180 for a drive from Tamboerskloof to Vredehoek. And got really aggressive when I objected.,Mon Oct 23 17:15:16 +0000 2017
thread_1048197,19,customer,@367746 @367745 @Uber_Support @367741 That side being Cpt. I'm in Pta,Mon Oct 23 17:28:08 +0000 2017
thread_1048197,20,customer,@367746 @367745 @Uber_Support @367741 I guess both have that streak then.,Mon Oct 23 17:28:59 +0000 2017
thread_1048197,21,customer,"@367742 @Uber_Support @367741 Wow that would teach metered taxis a lesson. They would never stab, assault and petrol bomb people as it was soo effective before.",Mon Oct 23 17:57:32 +0000 2017
thread_1048197,22,customer,@367750 @Uber_Support @367741 Think they will continue,Mon Oct 23 19:39:53 +0000 2017
thread_1048197,23,customer,"@367742 @Uber_Support @367741 School fees, bread and butter for some families depends on uber",Mon Oct 23 20:17:56 +0000 2017
thread_1048197,24,customer,@367742 @Uber_Support @367741 So its the meter taxis who did this?,Mon Oct 23 20:19:44 +0000 2017
thread_1048197,25,customer,@367747 @Uber_Support @367741 Yeah,Mon Oct 23 20:33:25 +0000 2017
thread_1048197,26,customer,@367742 @Uber_Support @367741 The 30% pass rate has failed you.,Mon Oct 23 21:15:07 +0000 2017
thread_1048197,27,customer,@367745 @367742 @Uber_Support @367741  https://t.co/bfV7uOlu2q,Tue Oct 24 04:01:28 +0000 2017
thread_1048197,28,customer,@367742 @Uber_Support @367741 maybe shutdowns the meter taxis,Tue Oct 24 07:46:35 +0000 2017
thread_1048197,29,customer,@367742 @Uber_Support @367741 Actual law enforcement instead of “monitoring the situation” as the cops always seem to do?,Tue Oct 24 08:42:10 +0000 2017
thread_1052487,1,customer,@115873 Hey uber how do I contact your Manchester office about lost property? They have my keys and I’d like to call them.,Mon Oct 23 14:33:56 +0000 2017
thread_1052487,2,brand,@368731 Hi there! We're here to help. Can you please provide us your email address? From there we'll be able to assist further.,Mon Oct 23 14:44:16 +0000 2017
thread_1055321,1,customer,@Uber_Support why was I charged a total of 77.60$ for one trip?I'm honestly confused. I even got to my destination  30min late... https://t.co/DY4bDWFo2z,Thu Oct 12 22:05:01 +0000 2017
thread_1055321,2,brand,@337744 Oh no! Please DM us the email linked to your account so we can look into this for you. We look forward to your response.,Fri Oct 13 04:06:13 +0000 2017
thread_1055321,3,customer,@Uber_Support done,Fri Oct 13 06:37:51 +0000 2017
thread_1055321,4,brand,"@337744 Hi, Haya. We've followed up via DM.",Fri Oct 13 12:43:18 +0000 2017
thread_1060619,1,customer,@115873 @Uber_Support why you cheating customer like this by taking 50% surcharge @118341 is this acche din or loot raaj shame shame https://t.co/3WWok33q2b,Mon Oct 23 03:18:20 +0000 2017
thread_1060619,2,brand,"@215714 We'e here to help, Susnata. Please send us a DM with your account email address and we'll follow up shortly.",Mon Oct 23 13:13:19 +0000 2017
thread_1060619,3,customer,@Uber_Support __email__,Mon Oct 23 13:19:07 +0000 2017
thread_1060619,4,brand,"@215714 Hello, Susnata. We recommend deleting your previous tweet with that info. A member of our team has reached out via in-app/email support.",Mon Oct 23 17:42:26 +0000 2017
thread_106189,1,customer,Why has @115873 been saying my driver is 5 minutes away for the past 20 minutes.,Thu Nov 30 18:55:48 +0000 2017
thread_106189,2,brand,@139520 Here to help! Send us a note via https://t.co/e8HVorX5rh and we'll be in touch.,Thu Nov 30 18:57:35 +0000 2017
thread_106189,3,customer,@Uber_Support Damn y’all fast.,Thu Nov 30 18:58:30 +0000 2017
thread_106219,1,customer,"@Uber_Support Hey, why isn’t #UberBaby available in New York City’s surrounding areas like Yonkers in Westchester County, NY? 🤔 Driver said he signed up but there are delays.",Thu Nov 30 18:41:34 +0000 2017
thread_106219,2,brand,@139530 Here to help! Please reach out to https://t.co/QDn91HzZV0 and fill out the 4 boxes at the bottom so we can get in touch.,Thu Nov 30 18:43:48 +0000 2017
thread_1062231,1,customer,I smell like cigarette smoke and a bad car air freshener this morning after my @115873 ride to work. 🙄,Mon Oct 23 13:32:52 +0000 2017
thread_1062231,2,brand,@370808 We're here to help! Please send us a note here; https://t.co/aBEgvdNWQN so our team can connect.,Mon Oct 23 13:36:27 +0000 2017
thread_1063900,1,customer,DM@Uber_Support I didn’t book the ride. 615 788 2088 Pete Hodes boo,Mon Oct 23 13:55:44 +0000 2017
thread_1063900,2,brand,@371182 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Mon Oct 23 14:01:08 +0000 2017
thread_1063933,1,customer,@Uber_Support @154505 @115873 Left wallet and camera in car but do not have mobile/tele access. Jus suis American. What can I do? HELP https://t.co/VDk0w4mHrL,Sat Oct 14 22:12:47 +0000 2017
thread_1063933,2,brand,@371188 Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,Sat Oct 14 22:14:23 +0000 2017
thread_1063933,3,customer,@Uber_Support ok,Sat Oct 14 22:14:43 +0000 2017
thread_1063933,4,brand,@371188 Thanks! We look forward to your reply so we can assist you further.,Sat Oct 14 22:16:39 +0000 2017
thread_1063933,5,customer,"@Uber_Support @371188 This is a account holder. You linked us to report, which we already did yesterday, now what? https://t.co/I1yjQTyEZ8",Sun Oct 15 06:50:59 +0000 2017
thread_1063933,6,customer,@371189 @Uber_Support @371188 We explained more in a PM I just sent.,Sun Oct 15 06:57:17 +0000 2017
thread_1063933,7,customer,"@Uber_Support Using App to send a lost item call. It says that it will call us in a few moments but no call, nothing happens. Please help?",Sun Oct 15 09:04:11 +0000 2017
thread_1063933,8,customer,"@Uber_Support Also, I was told to DM this account but not getting any response to DMs?",Sun Oct 15 09:06:04 +0000 2017
thread_1063933,9,customer,@Uber_Support Looping @154505 into this thread because it occurred in France. Any support would be appreciated.,Sun Oct 15 09:07:13 +0000 2017
thread_1063933,10,brand,@371189 We have received your DM and will be in contact with you there shortly.,Sun Oct 15 12:18:34 +0000 2017
thread_1063933,11,brand,"@371189 Hey, Jonathan. We responded to your DM please follow up there.",Sun Oct 15 12:22:25 +0000 2017
thread_1063933,12,customer,"@Uber_Support @371189 Gosh, they actually responded, even if it took several hours. Must be a mistake",Sun Oct 15 12:29:27 +0000 2017
thread_1063933,13,customer,@Uber_Support @371189 Can I direct message you guys if I follow you but you don't follow me?,Sun Oct 15 13:22:52 +0000 2017
thread_1063933,14,brand,"@371191 You can! Or, if you're having trouble, you should be able to send us a DM using this link: https://t.co/sd7yH5jmbJ",Sun Oct 15 16:47:54 +0000 2017
thread_1067064,1,customer,@115873 why should I be charged $5.00 for my uber cancelling on me because HE got lost and couldn't find me ??,Sat Oct 14 22:47:16 +0000 2017
thread_1067064,2,brand,@371810 Here to help. Send us a note at https://t.co/h840Iouehc so our team can connect.,Sat Oct 14 22:50:12 +0000 2017
thread_1068957,1,customer,"@Uber_Support
Used 4 Uber XLs to move boxes on Saturday.1 left with a box of expensive clothes.I have all registration numbers.Please help",Mon Oct 23 07:40:49 +0000 2017
thread_1068957,2,brand,@372253 We see your DM and a member of our team will be on contact shortly.,Mon Oct 23 15:42:50 +0000 2017
thread_1068989,1,customer,"@Uber_Support hi.... does sunshine coast still open in-person office support 
anywhere?",Mon Oct 23 08:00:33 +0000 2017
thread_1068989,2,brand,@372262 Happy to help. We've reached out via DM. Please follow up with us there for more information. Thanks for your patience.,Mon Oct 23 15:33:14 +0000 2017
thread_10705,1,customer,Want’s the point of Uber VIP when 4 of my friends that aren’t VIP’s all got 50% deals ? @Uber_Support,Wed Nov 01 00:01:20 +0000 2017
thread_10705,2,brand,@117972 Happy to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.,Wed Nov 01 00:37:11 +0000 2017
thread_1071370,1,customer,@Uber_Support This is UNACCEPTABLE! My teen got this message today ! https://t.co/jDANJWTWYv,Mon Oct 23 15:53:15 +0000 2017
thread_1071370,2,brand,@372826 We can take a look on these. Kindly send a contact information with email address.,Mon Oct 23 16:05:41 +0000 2017
thread_1072310,1,customer,@115873 cancelled taxi that was going to take 12 minutes! So long. Charged £5 :(,Sat Oct 14 23:49:07 +0000 2017
thread_1072310,2,brand,@373039 Sorry to hear about that! Can you please contact us via https://t.co/h840Iouehc so our team can connect.,Sat Oct 14 23:52:58 +0000 2017
thread_1073465,1,customer,my ubereats account got disabled RIGHT WHEN I WAS ABOUT TO ORDER WHAT THE HECK @115877,Sat Oct 14 22:02:33 +0000 2017
thread_1073465,2,brand,@373298 We'd be happy to take a look for you. Please DM us your account email address so we can further assist.,Sun Oct 15 00:04:21 +0000 2017
thread_1073465,3,customer,@Uber_Support just sent it,Sun Oct 15 00:50:18 +0000 2017
thread_1073465,4,brand,@373298 We've followed up with your DM! Please check there for more information.,Sun Oct 15 03:55:15 +0000 2017
thread_1076586,1,customer,@Uber_Support im trying to update my account with my new number and it says its already in use.,Mon Oct 23 17:03:37 +0000 2017
thread_1076586,2,brand,@374031 Hi there! It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Mon Oct 23 17:06:40 +0000 2017
thread_1079051,1,customer,@115873 stranded me in the rain because it counts being unable to find a ride as cancellations. How useless.,Fri Oct 13 15:40:27 +0000 2017
thread_1079051,2,brand,@374541 Here to help! Send us a note via https://t.co/e8HVorX5rh and we'll be in touch.,Fri Oct 13 15:48:55 +0000 2017
thread_1080033,1,customer,@Uber_Support Hello is @115877 going to offer last-minute Halloween candy delivery this year?,Fri Oct 13 15:46:46 +0000 2017
thread_1080033,2,brand,@374778 Let's look further into this! Please reach out to us here: https://t.co/zUe0dj6yoX so we can follow up.,Fri Oct 13 16:13:11 +0000 2017
thread_1080498,1,customer,"@Uber_Support I’m told that because I changed my bank acct info today because I no longer have the other, I lose my money coming. That true?",Mon Oct 23 19:33:47 +0000 2017
thread_1080498,2,brand,@177410 We're here to help! Please send us a note here; https://t.co/EkibplQL1j so our team can connect.,Mon Oct 23 19:54:22 +0000 2017
thread_1080498,3,customer,@Uber_Support Got it sent! Just haven’t heard anything back yet,Tue Oct 24 03:12:41 +0000 2017
thread_1080498,4,brand,@177410 We've followed up via DM!,Tue Oct 24 08:23:13 +0000 2017
thread_1081857,1,customer,"Hey @115873 our driver in Cincinnati, Ohio is being very rude and difficult.",Sun Oct 15 01:55:43 +0000 2017
thread_1081857,2,brand,@375194 Here to help! Send us a note via https://t.co/TmWmJyGFaK so our team can connect.,Sun Oct 15 02:00:10 +0000 2017
thread_1083053,1,customer,"Hi @Uber_Support,
During last couple of months I took rides with many drivers and some of their cars smell like sh*t because of cigarettes",Mon Oct 23 17:33:06 +0000 2017
thread_1083053,2,brand,@375481 We're here to help! Please send us a note here; https://t.co/aBEgvdNWQN so our team can connect.,Mon Oct 23 17:42:11 +0000 2017
thread_1083063,1,customer,Left my a phone in the backseat of our @115873 driver's car last night. Driver isn't picking up. Anybody know what to besides report it?,Mon Oct 23 17:36:05 +0000 2017
thread_1083063,2,brand,@375485 Here to help! Send us a note via https://t.co/oY5vj3NqP3 so we can connect.,Mon Oct 23 17:39:24 +0000 2017
thread_1086887,1,customer,@115877 when are you launching in Cairo,Mon Oct 23 14:57:25 +0000 2017
thread_1086887,2,brand,"@376382 We don't have an update on a launch date for you. Should anything change, we'll be sure to keep our local users updated!",Mon Oct 23 18:42:38 +0000 2017
thread_1086893,1,customer,@Uber_Support refund 42 rs urgently.not acceptable.i have not travelled. 8745023981,Mon Oct 23 18:33:39 +0000 2017
thread_1086893,2,brand,@376385 Sorry for the trouble! Send us a note via https://t.co/e8HVorX5rh so we can connect right away.,Mon Oct 23 18:39:28 +0000 2017
thread_1087817,1,customer,"@Uber_Support my driver arrived and was displayed as ""one minute away"" for a good ten mins without calling me or answering my calls.",Mon Oct 23 18:52:45 +0000 2017
thread_1087817,2,customer,@Uber_Support He then cancelled on ME. So tell my why I'm being charged?? https://t.co/ZtUeAF1x4e,Mon Oct 23 18:53:28 +0000 2017
thread_1087817,3,brand,@376607 Sorry about that! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.,Mon Oct 23 18:57:58 +0000 2017
thread_1087817,4,customer,"@Uber_Support I'm not seeing anything that says ""Uber credits"" https://t.co/r7wuxPXtAK",Mon Oct 23 19:01:42 +0000 2017
thread_1087817,5,brand,@376607 We can definitely take a look. Can you please provide us your email address? From there we'll be able to assist further.,Mon Oct 23 19:04:24 +0000 2017
thread_1087817,6,customer,@Uber_Support Yeah! It's __email__,Mon Oct 23 19:04:59 +0000 2017
thread_1087817,7,brand,"@376607 Hi, Marissa. We'd advised you to delete the tweet with your email info to protect your security. We've seen your DM and will respond soon.",Mon Oct 23 22:12:35 +0000 2017
thread_1087817,8,customer,@Uber_Support Thanks!,Mon Oct 23 22:13:10 +0000 2017
thread_1087854,1,customer,@115873 @Uber_Support What the hell you’re doing maintenance on your app in the middle of the day? I got food in my car I can’t deliver!?,Mon Oct 23 18:40:02 +0000 2017
thread_1087854,2,brand,@119225 Sorry to hear about this! Send us a DM with your email address so we can connect.,Mon Oct 23 18:48:28 +0000 2017
thread_1087854,3,customer,@Uber_Support It just kicked back in!,Mon Oct 23 19:11:30 +0000 2017
thread_1087854,4,brand,@119225 Awesome! Please let us know if you encounter any further issues. We're always here to help.,Mon Oct 23 22:25:05 +0000 2017
thread_1088934,1,customer,@115873 yooooo the driver app trippin. I couldn’t end my last trip and I wasn’t paid for it! Help!,Mon Oct 23 18:59:05 +0000 2017
thread_1088934,2,brand,"@376880 Happy to help! For more information on basic troubleshooting, please visit us here; https://t.co/zZ6Y806fuk",Mon Oct 23 19:02:44 +0000 2017
thread_1089341,1,customer,@115877 bites. It won't let me scan my cc in. This would never happen at @15213.,Sat Oct 14 23:30:07 +0000 2017
thread_1089341,2,brand,@376997 Sorry to hear about this. Please check out this form https://t.co/rEaQUlUDK5 for additional tips on adding a card manually.,Sun Oct 15 03:21:55 +0000 2017
thread_109120,1,customer,@Uber_Support how many times Uma. Day will you play with a customer one more driver who did not end the trip and roaming as per his wish driver name prem kumar mobile number:7013889798,Thu Nov 23 19:39:07 +0000 2017
thread_109120,2,brand,@140221 It seems a member of our team has reached out to you. Please check your email and follow up with them there.,Thu Nov 23 19:44:18 +0000 2017
thread_109120,3,customer,@Uber_Support No one has reached me yet,Thu Nov 23 19:44:38 +0000 2017
thread_109120,4,brand,"@140221 Please navigate to the help tab of your app, we have followed up a couple hours ago. We will continue working with you there. Thanks!",Thu Nov 23 19:52:08 +0000 2017
